Format Version,1.23,Take Name,Take 2020-09-26 03.20.32 PM_004,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-26 03.27.50.150 PM,Total Frames in Take,5119,Total Exported Frames,5119,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"C5400","C5400","C5400","C5430","C5430","C5430"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
1025,4.100000,,,,,,
1026,4.104000,,,,,,
1027,4.108000,,,,,,
1028,4.112000,,,,,,
1029,4.116000,,,,,,
1030,4.120000,,,,,,
1031,4.124000,,,,,,
1032,4.128000,,,,,,
1033,4.132000,,,,,,
1034,4.136000,,,,,,
1035,4.140000,,,,,,
1036,4.144000,,,,,,
1037,4.148000,,,,,,
1038,4.152000,,,,,,
1039,4.156000,,,,,,
1040,4.160000,,,,,,
1041,4.164000,,,,,,
1042,4.168000,,,,,,
1043,4.172000,,,,,,
1044,4.176000,,,,,,
1045,4.180000,,,,,,
1046,4.184000,,,,,,
1047,4.188000,,,,,,
1048,4.192000,,,,,,
1049,4.196000,,,,,,
1050,4.200000,,,,,,
1051,4.204000,,,,,,
1052,4.208000,,,,,,
1053,4.212000,,,,,,
1054,4.216000,,,,,,
1055,4.220000,,,,,,
1056,4.224000,,,,,,
1057,4.228000,,,,,,
1058,4.232000,,,,,,
1059,4.236000,,,,,,
1060,4.240000,,,,,,
1061,4.244000,,,,,,
1062,4.248000,,,,,,
1063,4.252000,,,,,,
1064,4.256000,,,,,,
1065,4.260000,,,,,,
1066,4.264000,,,,,,
1067,4.268000,,,,,,
1068,4.272000,,,,,,
1069,4.276000,,,,,,
1070,4.280000,,,,,,
1071,4.284000,,,,,,
1072,4.288000,,,,,,
1073,4.292000,,,,,,
1074,4.296000,,,,,,
1075,4.300000,,,,,,
1076,4.304000,,,,,,
1077,4.308000,,,,,,
1078,4.312000,,,,,,
1079,4.316000,,,,,,
1080,4.320000,,,,,,
1081,4.324000,,,,,,
1082,4.328000,,,,,,
1083,4.332000,,,,,,
1084,4.336000,,,,,,
1085,4.340000,,,,,,
1086,4.344000,,,,,,
1087,4.348000,,,,,,
1088,4.352000,,,,,,
1089,4.356000,,,,,,
1090,4.360000,,,,,,
1091,4.364000,,,,,,
1092,4.368000,,,,,,
1093,4.372000,,,,,,
1094,4.376000,,,,,,
1095,4.380000,,,,,,
1096,4.384000,,,,,,
1097,4.388000,,,,,,
1098,4.392000,,,,,,
1099,4.396000,,,,,,
1100,4.400000,,,,,,
1101,4.404000,,,,,,
1102,4.408000,,,,,,
1103,4.412000,,,,,,
1104,4.416000,,,,,,
1105,4.420000,,,,,,
1106,4.424000,,,,,,
1107,4.428000,,,,,,
1108,4.432000,,,,,,
1109,4.436000,,,,,,
1110,4.440000,,,,,,
1111,4.444000,,,,,,
1112,4.448000,,,,,,
1113,4.452000,,,,,,
1114,4.456000,,,,,,
1115,4.460000,,,,,,
1116,4.464000,,,,,,
1117,4.468000,,,,,,
1118,4.472000,,,,,,
1119,4.476000,,,,,,
1120,4.480000,,,,,,
1121,4.484000,,,,,,
1122,4.488000,,,,,,
1123,4.492000,,,,,,
1124,4.496000,,,,,,
1125,4.500000,,,,,,
1126,4.504000,,,,,,
1127,4.508000,,,,,,
1128,4.512000,,,,,,
1129,4.516000,,,,,,
1130,4.520000,,,,,,
1131,4.524000,,,,,,
1132,4.528000,,,,,,
1133,4.532000,,,,,,
1134,4.536000,,,,,,
1135,4.540000,,,,,,
1136,4.544000,,,,,,
1137,4.548000,,,,,,
1138,4.552000,,,,,,
1139,4.556000,,,,,,
1140,4.560000,,,,,,
1141,4.564000,,,,,,
1142,4.568000,,,,,,
1143,4.572000,,,,,,
1144,4.576000,,,,,,
1145,4.580000,,,,,,
1146,4.584000,,,,,,
1147,4.588000,,,,,,
1148,4.592000,,,,,,
1149,4.596000,,,,,,
1150,4.600000,,,,,,
1151,4.604000,,,,,,
1152,4.608000,,,,,,
1153,4.612000,,,,,,
1154,4.616000,,,,,,
1155,4.620000,,,,,,
1156,4.624000,,,,,,
1157,4.628000,,,,,,
1158,4.632000,,,,,,
1159,4.636000,,,,,,
1160,4.640000,,,,,,
1161,4.644000,,,,,,
1162,4.648000,,,,,,
1163,4.652000,,,,,,
1164,4.656000,,,,,,
1165,4.660000,,,,,,
1166,4.664000,,,,,,
1167,4.668000,,,,,,
1168,4.672000,,,,,,
1169,4.676000,,,,,,
1170,4.680000,,,,,,
1171,4.684000,,,,,,
1172,4.688000,,,,,,
1173,4.692000,,,,,,
1174,4.696000,,,,,,
1175,4.700000,,,,,,
1176,4.704000,,,,,,
1177,4.708000,,,,,,
1178,4.712000,,,,,,
1179,4.716000,,,,,,
1180,4.720000,,,,,,
1181,4.724000,,,,,,
1182,4.728000,,,,,,
1183,4.732000,,,,,,
1184,4.736000,,,,,,
1185,4.740000,,,,,,
1186,4.744000,,,,,,
1187,4.748000,,,,,,
1188,4.752000,,,,,,
1189,4.756000,,,,,,
1190,4.760000,,,,,,
1191,4.764000,,,,,,
1192,4.768000,,,,,,
1193,4.772000,,,,,,
1194,4.776000,,,,,,
1195,4.780000,,,,,,
1196,4.784000,,,,,,
1197,4.788000,,,,,,
1198,4.792000,,,,,,
1199,4.796000,,,,,,
1200,4.800000,,,,,,
1201,4.804000,,,,,,
1202,4.808000,,,,,,
1203,4.812000,,,,,,
1204,4.816000,,,,,,
1205,4.820000,,,,,,
1206,4.824000,,,,,,
1207,4.828000,,,,,,
1208,4.832000,,,,,,
1209,4.836000,,,,,,
1210,4.840000,,,,,,
1211,4.844000,,,,,,
1212,4.848000,,,,,,
1213,4.852000,,,,,,
1214,4.856000,,,,,,
1215,4.860000,,,,,,
1216,4.864000,,,,,,
1217,4.868000,,,,,,
1218,4.872000,,,,,,
1219,4.876000,,,,,,
1220,4.880000,,,,,,
1221,4.884000,,,,,,
1222,4.888000,,,,,,
1223,4.892000,,,,,,
1224,4.896000,,,,,,
1225,4.900000,,,,,,
1226,4.904000,,,,,,
1227,4.908000,,,,,,
1228,4.912000,,,,,,
1229,4.916000,,,,,,
1230,4.920000,,,,,,
1231,4.924000,,,,,,
1232,4.928000,,,,,,
1233,4.932000,,,,,,
1234,4.936000,,,,,,
1235,4.940000,,,,,,
1236,4.944000,,,,,,
1237,4.948000,,,,,,
1238,4.952000,,,,,,
1239,4.956000,,,,,,
1240,4.960000,,,,,,
1241,4.964000,,,,,,
1242,4.968000,,,,,,
1243,4.972000,,,,,,
1244,4.976000,,,,,,
1245,4.980000,,,,,,
1246,4.984000,,,,,,
1247,4.988000,,,,,,
1248,4.992000,,,,,,
1249,4.996000,,,,,,
1250,5.000000,,,,,,
1251,5.004000,,,,,,
1252,5.008000,,,,,,
1253,5.012000,,,,,,
1254,5.016000,,,,,,
1255,5.020000,,,,,,
1256,5.024000,,,,,,
1257,5.028000,,,,,,
1258,5.032000,,,,,,
1259,5.036000,,,,,,
1260,5.040000,,,,,,
1261,5.044000,,,,,,
1262,5.048000,,,,,,
1263,5.052000,,,,,,
1264,5.056000,,,,,,
1265,5.060000,,,,,,
1266,5.064000,,,,,,
1267,5.068000,,,,,,
1268,5.072000,,,,,,
1269,5.076000,,,,,,
1270,5.080000,,,,,,
1271,5.084000,,,,,,
1272,5.088000,,,,,,
1273,5.092000,,,,,,
1274,5.096000,,,,,,
1275,5.100000,,,,,,
1276,5.104000,,,,,,
1277,5.108000,,,,,,
1278,5.112000,,,,,,
1279,5.116000,,,,,,
1280,5.120000,,,,,,
1281,5.124000,,,,,,
1282,5.128000,,,,,,
1283,5.132000,,,,,,
1284,5.136000,,,,,,
1285,5.140000,,,,,,
1286,5.144000,,,,,,
1287,5.148000,,,,,,
1288,5.152000,,,,,,
1289,5.156000,,,,,,
1290,5.160000,,,,,,
1291,5.164000,,,,,,
1292,5.168000,,,,,,
1293,5.172000,,,,,,
1294,5.176000,,,,,,
1295,5.180000,,,,,,
1296,5.184000,,,,,,
1297,5.188000,,,,,,
1298,5.192000,,,,,,
1299,5.196000,,,,,,
1300,5.200000,,,,,,
1301,5.204000,,,,,,
1302,5.208000,,,,,,
1303,5.212000,,,,,,
1304,5.216000,,,,,,
1305,5.220000,,,,,,
1306,5.224000,,,,,,
1307,5.228000,,,,,,
1308,5.232000,,,,,,
1309,5.236000,,,,,,
1310,5.240000,,,,,,
1311,5.244000,,,,,,
1312,5.248000,,,,,,
1313,5.252000,,,,,,
1314,5.256000,,,,,,
1315,5.260000,,,,,,
1316,5.264000,,,,,,
1317,5.268000,,,,,,
1318,5.272000,,,,,,
1319,5.276000,,,,,,
1320,5.280000,,,,,,
1321,5.284000,,,,,,
1322,5.288000,,,,,,
1323,5.292000,,,,,,
1324,5.296000,,,,,,
1325,5.300000,,,,,,
1326,5.304000,,,,,,
1327,5.308000,,,,,,
1328,5.312000,,,,,,
1329,5.316000,,,,,,
1330,5.320000,,,,,,
1331,5.324000,,,,,,
1332,5.328000,,,,,,
1333,5.332000,,,,,,
1334,5.336000,,,,,,
1335,5.340000,,,,,,
1336,5.344000,,,,,,
1337,5.348000,,,,,,
1338,5.352000,,,,,,
1339,5.356000,,,,,,
1340,5.360000,,,,,,
1341,5.364000,,,,,,
1342,5.368000,,,,,,
1343,5.372000,,,,,,
1344,5.376000,,,,,,
1345,5.380000,,,,,,
1346,5.384000,,,,,,
1347,5.388000,,,,,,
1348,5.392000,,,,,,
1349,5.396000,,,,,,
1350,5.400000,,,,,,
1351,5.404000,,,,,,
1352,5.408000,,,,,,
1353,5.412000,,,,,,
1354,5.416000,,,,,,
1355,5.420000,,,,,,
1356,5.424000,,,,,,
1357,5.428000,,,,,,
1358,5.432000,,,,,,
1359,5.436000,,,,,,
1360,5.440000,,,,,,
1361,5.444000,,,,,,
1362,5.448000,,,,,,
1363,5.452000,,,,,,
1364,5.456000,,,,,,
1365,5.460000,,,,,,
1366,5.464000,,,,,,
1367,5.468000,,,,,,
1368,5.472000,,,,,,
1369,5.476000,,,,,,
1370,5.480000,,,,,,
1371,5.484000,,,,,,
1372,5.488000,,,,,,
1373,5.492000,,,,,,
1374,5.496000,,,,,,
1375,5.500000,,,,,,
1376,5.504000,,,,,,
1377,5.508000,,,,,,
1378,5.512000,,,,,,
1379,5.516000,,,,,,
1380,5.520000,,,,,,
1381,5.524000,,,,,,
1382,5.528000,,,,,,
1383,5.532000,,,,,,
1384,5.536000,,,,,,
1385,5.540000,,,,,,
1386,5.544000,,,,,,
1387,5.548000,,,,,,
1388,5.552000,,,,,,
1389,5.556000,,,,,,
1390,5.560000,,,,,,
1391,5.564000,,,,,,
1392,5.568000,,,,,,
1393,5.572000,,,,,,
1394,5.576000,,,,,,
1395,5.580000,,,,,,
1396,5.584000,,,,,,
1397,5.588000,,,,,,
1398,5.592000,,,,,,
1399,5.596000,,,,,,
1400,5.600000,,,,,,
1401,5.604000,,,,,,
1402,5.608000,,,,,,
1403,5.612000,,,,,,
1404,5.616000,,,,,,
1405,5.620000,,,,,,
1406,5.624000,,,,,,
1407,5.628000,,,,,,
1408,5.632000,,,,,,
1409,5.636000,,,,,,
1410,5.640000,,,,,,
1411,5.644000,,,,,,
1412,5.648000,,,,,,
1413,5.652000,,,,,,
1414,5.656000,,,,,,
1415,5.660000,,,,,,
1416,5.664000,,,,,,
1417,5.668000,,,,,,
1418,5.672000,,,,,,
1419,5.676000,,,,,,
1420,5.680000,,,,,,
1421,5.684000,,,,,,
1422,5.688000,,,,,,
1423,5.692000,,,,,,
1424,5.696000,,,,,,
1425,5.700000,,,,,,
1426,5.704000,,,,,,
1427,5.708000,,,,,,
1428,5.712000,,,,,,
1429,5.716000,,,,,,
1430,5.720000,,,,,,
1431,5.724000,,,,,,
1432,5.728000,,,,,,
1433,5.732000,,,,,,
1434,5.736000,,,,,,
1435,5.740000,,,,,,
1436,5.744000,,,,,,
1437,5.748000,,,,,,
1438,5.752000,,,,,,
1439,5.756000,,,,,,
1440,5.760000,,,,,,
1441,5.764000,,,,,,
1442,5.768000,,,,,,
1443,5.772000,,,,,,
1444,5.776000,,,,,,
1445,5.780000,,,,,,
1446,5.784000,,,,,,
1447,5.788000,,,,,,
1448,5.792000,,,,,,
1449,5.796000,,,,,,
1450,5.800000,,,,,,
1451,5.804000,,,,,,
1452,5.808000,,,,,,
1453,5.812000,,,,,,
1454,5.816000,,,,,,
1455,5.820000,,,,,,
1456,5.824000,,,,,,
1457,5.828000,,,,,,
1458,5.832000,,,,,,
1459,5.836000,,,,,,
1460,5.840000,,,,,,
1461,5.844000,,,,,,
1462,5.848000,,,,,,
1463,5.852000,,,,,,
1464,5.856000,,,,,,
1465,5.860000,,,,,,
1466,5.864000,,,,,,
1467,5.868000,,,,,,
1468,5.872000,,,,,,
1469,5.876000,,,,,,
1470,5.880000,,,,,,
1471,5.884000,,,,,,
1472,5.888000,,,,,,
1473,5.892000,,,,,,
1474,5.896000,,,,,,
1475,5.900000,,,,,,
1476,5.904000,,,,,,
1477,5.908000,,,,,,
1478,5.912000,,,,,,
1479,5.916000,,,,,,
1480,5.920000,,,,,,
1481,5.924000,,,,,,
1482,5.928000,,,,,,
1483,5.932000,,,,,,
1484,5.936000,,,,,,
1485,5.940000,,,,,,
1486,5.944000,,,,,,
1487,5.948000,,,,,,
1488,5.952000,,,,,,
1489,5.956000,,,,,,
1490,5.960000,,,,,,
1491,5.964000,,,,,,
1492,5.968000,,,,,,
1493,5.972000,,,,,,
1494,5.976000,,,,,,
1495,5.980000,,,,,,
1496,5.984000,,,,,,
1497,5.988000,,,,,,
1498,5.992000,,,,,,
1499,5.996000,,,,,,
1500,6.000000,,,,,,
1501,6.004000,,,,,,
1502,6.008000,,,,,,
1503,6.012000,,,,,,
1504,6.016000,,,,,,
1505,6.020000,,,,,,
1506,6.024000,,,,,,
1507,6.028000,,,,,,
1508,6.032000,,,,,,
1509,6.036000,,,,,,
1510,6.040000,,,,,,
1511,6.044000,,,,,,
1512,6.048000,,,,,,
1513,6.052000,,,,,,
1514,6.056000,,,,,,
1515,6.060000,,,,,,
1516,6.064000,,,,,,
1517,6.068000,,,,,,
1518,6.072000,,,,,,
1519,6.076000,,,,,,
1520,6.080000,,,,,,
1521,6.084000,,,,,,
1522,6.088000,,,,,,
1523,6.092000,,,,,,
1524,6.096000,,,,,,
1525,6.100000,,,,,,
1526,6.104000,,,,,,
1527,6.108000,,,,,,
1528,6.112000,,,,,,
1529,6.116000,,,,,,
1530,6.120000,,,,,,
1531,6.124000,,,,,,
1532,6.128000,,,,,,
1533,6.132000,,,,,,
1534,6.136000,,,,,,
1535,6.140000,,,,,,
1536,6.144000,,,,,,
1537,6.148000,,,,,,
1538,6.152000,,,,,,
1539,6.156000,,,,,,
1540,6.160000,,,,,,
1541,6.164000,,,,,,
1542,6.168000,,,,,,
1543,6.172000,,,,,,
1544,6.176000,,,,,,
1545,6.180000,,,,,,
1546,6.184000,,,,,,
1547,6.188000,,,,,,
1548,6.192000,,,,,,
1549,6.196000,,,,,,
1550,6.200000,,,,,,
1551,6.204000,,,,,,
1552,6.208000,,,,,,
1553,6.212000,,,,,,
1554,6.216000,,,,,,
1555,6.220000,,,,,,
1556,6.224000,,,,,,
1557,6.228000,,,,,,
1558,6.232000,,,,,,
1559,6.236000,,,,,,
1560,6.240000,,,,,,
1561,6.244000,,,,,,
1562,6.248000,,,,,,
1563,6.252000,,,,,,
1564,6.256000,,,,,,
1565,6.260000,,,,,,
1566,6.264000,,,,,,
1567,6.268000,,,,,,
1568,6.272000,,,,,,
1569,6.276000,,,,,,
1570,6.280000,,,,,,
1571,6.284000,,,,,,
1572,6.288000,,,,,,
1573,6.292000,,,,,,
1574,6.296000,,,,,,
1575,6.300000,,,,,,
1576,6.304000,,,,,,
1577,6.308000,,,,,,
1578,6.312000,,,,,,
1579,6.316000,,,,,,
1580,6.320000,,,,,,
1581,6.324000,,,,,,
1582,6.328000,,,,,,
1583,6.332000,,,,,,
1584,6.336000,,,,,,
1585,6.340000,,,,,,
1586,6.344000,,,,,,
1587,6.348000,,,,,,
1588,6.352000,,,,,,
1589,6.356000,,,,,,
1590,6.360000,,,,,,
1591,6.364000,,,,,,
1592,6.368000,,,,,,
1593,6.372000,,,,,,
1594,6.376000,,,,,,
1595,6.380000,,,,,,
1596,6.384000,,,,,,
1597,6.388000,,,,,,
1598,6.392000,,,,,,
1599,6.396000,,,,,,
1600,6.400000,,,,,,
1601,6.404000,,,,,,
1602,6.408000,,,,,,
1603,6.412000,,,,,,
1604,6.416000,,,,,,
1605,6.420000,,,,,,
1606,6.424000,,,,,,
1607,6.428000,,,,,,
1608,6.432000,,,,,,
1609,6.436000,,,,,,
1610,6.440000,,,,,,
1611,6.444000,,,,,,
1612,6.448000,,,,,,
1613,6.452000,,,,,,
1614,6.456000,,,,,,
1615,6.460000,,,,,,
1616,6.464000,,,,,,
1617,6.468000,,,,,,
1618,6.472000,,,,,,
1619,6.476000,,,,,,
1620,6.480000,,,,,,
1621,6.484000,,,,,,
1622,6.488000,,,,,,
1623,6.492000,,,,,,
1624,6.496000,,,,,,
1625,6.500000,,,,,,
1626,6.504000,,,,,,
1627,6.508000,,,,,,
1628,6.512000,,,,,,
1629,6.516000,,,,,,
1630,6.520000,,,,,,
1631,6.524000,,,,,,
1632,6.528000,,,,,,
1633,6.532000,,,,,,
1634,6.536000,,,,,,
1635,6.540000,,,,,,
1636,6.544000,,,,,,
1637,6.548000,,,,,,
1638,6.552000,,,,,,
1639,6.556000,,,,,,
1640,6.560000,,,,,,
1641,6.564000,,,,,,
1642,6.568000,,,,,,
1643,6.572000,,,,,,
1644,6.576000,,,,,,
1645,6.580000,,,,,,
1646,6.584000,,,,,,
1647,6.588000,,,,,,
1648,6.592000,,,,,,
1649,6.596000,,,,,,
1650,6.600000,,,,,,
1651,6.604000,,,,,,
1652,6.608000,,,,,,
1653,6.612000,,,,,,
1654,6.616000,,,,,,
1655,6.620000,,,,,,
1656,6.624000,,,,,,
1657,6.628000,,,,,,
1658,6.632000,,,,,,
1659,6.636000,,,,,,
1660,6.640000,,,,,,
1661,6.644000,,,,,,
1662,6.648000,,,,,,
1663,6.652000,,,,,,
1664,6.656000,,,,,,
1665,6.660000,,,,,,
1666,6.664000,,,,,,
1667,6.668000,,,,,,
1668,6.672000,,,,,,
1669,6.676000,,,,,,
1670,6.680000,,,,,,
1671,6.684000,,,,,,
1672,6.688000,,,,,,
1673,6.692000,,,,,,
1674,6.696000,,,,,,
1675,6.700000,,,,,,
1676,6.704000,,,,,,
1677,6.708000,,,,,,
1678,6.712000,,,,,,
1679,6.716000,,,,,,
1680,6.720000,,,,,,
1681,6.724000,,,,,,
1682,6.728000,,,,,,
1683,6.732000,,,,,,
1684,6.736000,,,,,,
1685,6.740000,,,,,,
1686,6.744000,,,,,,
1687,6.748000,,,,,,
1688,6.752000,,,,,,
1689,6.756000,,,,,,
1690,6.760000,,,,,,
1691,6.764000,,,,,,
1692,6.768000,,,,,,
1693,6.772000,,,,,,
1694,6.776000,,,,,,
1695,6.780000,,,,,,
1696,6.784000,,,,,,
1697,6.788000,,,,,,
1698,6.792000,,,,,,
1699,6.796000,,,,,,
1700,6.800000,,,,,,
1701,6.804000,,,,,,
1702,6.808000,,,,,,
1703,6.812000,,,,,,
1704,6.816000,,,,,,
1705,6.820000,,,,,,
1706,6.824000,,,,,,
1707,6.828000,,,,,,
1708,6.832000,,,,,,
1709,6.836000,,,,,,
1710,6.840000,,,,,,
1711,6.844000,,,,,,
1712,6.848000,,,,,,
1713,6.852000,,,,,,
1714,6.856000,,,,,,
1715,6.860000,,,,,,
1716,6.864000,,,,,,
1717,6.868000,,,,,,
1718,6.872000,,,,,,
1719,6.876000,,,,,,
1720,6.880000,,,,,,
1721,6.884000,,,,,,
1722,6.888000,,,,,,
1723,6.892000,,,,,,
1724,6.896000,,,,,,
1725,6.900000,,,,,,
1726,6.904000,,,,,,
1727,6.908000,,,,,,
1728,6.912000,,,,,,
1729,6.916000,,,,,,
1730,6.920000,,,,,,
1731,6.924000,,,,,,
1732,6.928000,,,,,,
1733,6.932000,,,,,,
1734,6.936000,,,,,,
1735,6.940000,,,,,,
1736,6.944000,,,,,,
1737,6.948000,,,,,,
1738,6.952000,,,,,,
1739,6.956000,,,,,,
1740,6.960000,,,,,,
1741,6.964000,,,,,,
1742,6.968000,,,,,,
1743,6.972000,,,,,,
1744,6.976000,,,,,,
1745,6.980000,,,,,,
1746,6.984000,,,,,,
1747,6.988000,,,,,,
1748,6.992000,,,,,,
1749,6.996000,,,,,,
1750,7.000000,,,,,,
1751,7.004000,,,,,,
1752,7.008000,,,,,,
1753,7.012000,,,,,,
1754,7.016000,,,,,,
1755,7.020000,,,,,,
1756,7.024000,,,,,,
1757,7.028000,,,,,,
1758,7.032000,,,,,,
1759,7.036000,,,,,,
1760,7.040000,,,,,,
1761,7.044000,,,,,,
1762,7.048000,,,,,,
1763,7.052000,,,,,,
1764,7.056000,,,,,,
1765,7.060000,,,,,,
1766,7.064000,,,,,,
1767,7.068000,,,,,,
1768,7.072000,,,,,,
1769,7.076000,,,,,,
1770,7.080000,,,,,,
1771,7.084000,,,,,,
1772,7.088000,,,,,,
1773,7.092000,,,,,,
1774,7.096000,,,,,,
1775,7.100000,,,,,,
1776,7.104000,,,,,,
1777,7.108000,,,,,,
1778,7.112000,,,,,,
1779,7.116000,,,,,,
1780,7.120000,,,,,,
1781,7.124000,,,,,,
1782,7.128000,,,,,,
1783,7.132000,,,,,,
1784,7.136000,,,,,,
1785,7.140000,,,,,,
1786,7.144000,,,,,,
1787,7.148000,,,,,,
1788,7.152000,,,,,,
1789,7.156000,,,,,,
1790,7.160000,,,,,,
1791,7.164000,,,,,,
1792,7.168000,,,,,,
1793,7.172000,,,,,,
1794,7.176000,,,,,,
1795,7.180000,,,,,,
1796,7.184000,,,,,,
1797,7.188000,,,,,,
1798,7.192000,,,,,,
1799,7.196000,,,,,,
1800,7.200000,,,,,,
1801,7.204000,,,,,,
1802,7.208000,,,,,,
1803,7.212000,,,,,,
1804,7.216000,,,,,,
1805,7.220000,,,,,,
1806,7.224000,,,,,,
1807,7.228000,,,,,,
1808,7.232000,,,,,,
1809,7.236000,,,,,,
1810,7.240000,,,,,,
1811,7.244000,,,,,,
1812,7.248000,,,,,,
1813,7.252000,,,,,,
1814,7.256000,,,,,,
1815,7.260000,,,,,,
1816,7.264000,,,,,,
1817,7.268000,,,,,,
1818,7.272000,,,,,,
1819,7.276000,,,,,,
1820,7.280000,,,,,,
1821,7.284000,,,,,,
1822,7.288000,,,,,,
1823,7.292000,,,,,,
1824,7.296000,,,,,,
1825,7.300000,,,,,,
1826,7.304000,,,,,,
1827,7.308000,,,,,,
1828,7.312000,,,,,,
1829,7.316000,,,,,,
1830,7.320000,,,,,,
1831,7.324000,,,,,,
1832,7.328000,,,,,,
1833,7.332000,,,,,,
1834,7.336000,,,,,,
1835,7.340000,,,,,,
1836,7.344000,,,,,,
1837,7.348000,,,,,,
1838,7.352000,,,,,,
1839,7.356000,,,,,,
1840,7.360000,,,,,,
1841,7.364000,,,,,,
1842,7.368000,,,,,,
1843,7.372000,,,,,,
1844,7.376000,,,,,,
1845,7.380000,,,,,,
1846,7.384000,,,,,,
1847,7.388000,,,,,,
1848,7.392000,,,,,,
1849,7.396000,,,,,,
1850,7.400000,,,,,,
1851,7.404000,,,,,,
1852,7.408000,,,,,,
1853,7.412000,,,,,,
1854,7.416000,,,,,,
1855,7.420000,,,,,,
1856,7.424000,,,,,,
1857,7.428000,,,,,,
1858,7.432000,,,,,,
1859,7.436000,,,,,,
1860,7.440000,,,,,,
1861,7.444000,,,,,,
1862,7.448000,,,,,,
1863,7.452000,,,,,,
1864,7.456000,,,,,,
1865,7.460000,,,,,,
1866,7.464000,,,,,,
1867,7.468000,,,,,,
1868,7.472000,,,,,,
1869,7.476000,,,,,,
1870,7.480000,,,,,,
1871,7.484000,,,,,,
1872,7.488000,,,,,,
1873,7.492000,,,,,,
1874,7.496000,,,,,,
1875,7.500000,,,,,,
1876,7.504000,,,,,,
1877,7.508000,,,,,,
1878,7.512000,,,,,,
1879,7.516000,,,,,,
1880,7.520000,,,,,,
1881,7.524000,,,,,,
1882,7.528000,,,,,,
1883,7.532000,,,,,,
1884,7.536000,,,,,,
1885,7.540000,,,,,,
1886,7.544000,,,,,,
1887,7.548000,,,,,,
1888,7.552000,,,,,,
1889,7.556000,,,,,,
1890,7.560000,,,,,,
1891,7.564000,,,,,,
1892,7.568000,,,,,,
1893,7.572000,,,,,,
1894,7.576000,,,,,,
1895,7.580000,,,,,,
1896,7.584000,,,,,,
1897,7.588000,,,,,,
1898,7.592000,,,,,,
1899,7.596000,,,,,,
1900,7.600000,,,,,,
1901,7.604000,,,,,,
1902,7.608000,,,,,,
1903,7.612000,,,,,,
1904,7.616000,,,,,,
1905,7.620000,,,,,,
1906,7.624000,,,,,,
1907,7.628000,,,,,,
1908,7.632000,,,,,,
1909,7.636000,,,,,,
1910,7.640000,,,,,,
1911,7.644000,,,,,,
1912,7.648000,,,,,,
1913,7.652000,,,,,,
1914,7.656000,,,,,,
1915,7.660000,,,,,,
1916,7.664000,,,,,,
1917,7.668000,,,,,,
1918,7.672000,,,,,,
1919,7.676000,,,,,,
1920,7.680000,,,,,,
1921,7.684000,,,,,,
1922,7.688000,,,,,,
1923,7.692000,,,,,,
1924,7.696000,,,,,,
1925,7.700000,,,,,,
1926,7.704000,,,,,,
1927,7.708000,,,,,,
1928,7.712000,,,,,,
1929,7.716000,,,,,,
1930,7.720000,,,,,,
1931,7.724000,,,,,,
1932,7.728000,,,,,,
1933,7.732000,,,,,,
1934,7.736000,,,,,,
1935,7.740000,,,,,,
1936,7.744000,,,,,,
1937,7.748000,,,,,,
1938,7.752000,,,,,,
1939,7.756000,,,,,,
1940,7.760000,,,,,,
1941,7.764000,,,,,,
1942,7.768000,,,,,,
1943,7.772000,,,,,,
1944,7.776000,,,,,,
1945,7.780000,,,,,,
1946,7.784000,,,,,,
1947,7.788000,,,,,,
1948,7.792000,,,,,,
1949,7.796000,,,,,,
1950,7.800000,,,,,,
1951,7.804000,,,,,,
1952,7.808000,,,,,,
1953,7.812000,,,,,,
1954,7.816000,,,,,,
1955,7.820000,,,,,,
1956,7.824000,,,,,,
1957,7.828000,,,,,,
1958,7.832000,,,,,,
1959,7.836000,,,,,,
1960,7.840000,,,,,,
1961,7.844000,,,,,,
1962,7.848000,,,,,,
1963,7.852000,,,,,,
1964,7.856000,,,,,,
1965,7.860000,,,,,,
1966,7.864000,,,,,,
1967,7.868000,,,,,,
1968,7.872000,,,,,,
1969,7.876000,,,,,,
1970,7.880000,,,,,,
1971,7.884000,,,,,,
1972,7.888000,,,,,,
1973,7.892000,,,,,,
1974,7.896000,,,,,,
1975,7.900000,,,,,,
1976,7.904000,,,,,,
1977,7.908000,,,,,,
1978,7.912000,,,,,,
1979,7.916000,,,,,,
1980,7.920000,,,,,,
1981,7.924000,,,,,,
1982,7.928000,,,,,,
1983,7.932000,,,,,,
1984,7.936000,,,,,,
1985,7.940000,,,,,,
1986,7.944000,,,,,,
1987,7.948000,,,,,,
1988,7.952000,,,,,,
1989,7.956000,,,,,,
1990,7.960000,,,,,,
1991,7.964000,,,,,,
1992,7.968000,,,,,,
1993,7.972000,,,,,,
1994,7.976000,,,,,,
1995,7.980000,,,,,,
1996,7.984000,,,,,,
1997,7.988000,,,,,,
1998,7.992000,,,,,,
1999,7.996000,,,,,,
2000,8.000000,,,,,,
